"Interval_length","group"
9.10348090065034,"CSA-huber"
13.1038539053312,"CSA-huber"
11.5760802773611,"CSA-huber"
8.42989581571729,"CSA-huber"
11.4823604136464,"CSA-huber"
15.1371787428514,"CSA-huber"
9.26078942995446,"CSA-huber"
12.099915515429,"CSA-huber"
14.7458357019226,"CSA-huber"
7.699277656774,"CSA-huber"
9.39076217804025,"CSA-huber"
8.85892837382305,"CSA-huber"
7.77992196927339,"CSA-huber"
9.58064126473688,"CSA-huber"
12.2717178878006,"CSA-huber"
15.1022952466262,"CSA-huber"
9.29120660586398,"CSA-huber"
11.8295929683212,"CSA-huber"
8.36658943261951,"CSA-huber"
9.60160579495767,"CSA-huber"
12.5294826299227,"CSA-huber"
12.681268158074,"CSA-huber"
7.80342953368519,"CSA-huber"
7.87629452317211,"CSA-huber"
13.9687653808915,"CSA-huber"
13.4313147008919,"CSA-huber"
15.0685177372304,"CSA-huber"
8.88610012842728,"CSA-huber"
11.89004715396,"CSA-huber"
13.4752575495803,"CSA-huber"
5.10347778765573,"CSA-M"
5.24139603946367,"CSA-M"
5.23321489189904,"CSA-M"
5.54595914789374,"CSA-M"
4.9963058775261,"CSA-M"
4.82966106201542,"CSA-M"
4.8086966505914,"CSA-M"
4.89386043391944,"CSA-M"
5.26459917684801,"CSA-M"
5.01537476615866,"CSA-M"
5.77790504101953,"CSA-M"
4.81365208436984,"CSA-M"
5.08040004972321,"CSA-M"
5.09912537590996,"CSA-M"
5.26811032054197,"CSA-M"
5.03571220179671,"CSA-M"
5.21151810179853,"CSA-M"
5.03548422236593,"CSA-M"
4.93732721207974,"CSA-M"
5.26147234938637,"CSA-M"
5.22546371288531,"CSA-M"
5.4148286196225,"CSA-M"
5.13953608849085,"CSA-M"
5.33060289963005,"CSA-M"
4.98599609540067,"CSA-M"
5.06225590345827,"CSA-M"
4.98640036698629,"CSA-M"
5.59851693307341,"CSA-M"
5.31002689921727,"CSA-M"
4.88755647747015,"CSA-M"
7.3175647128885,"CSA-Q"
6.42209369581883,"CSA-Q"
5.79624783778089,"CSA-Q"
7.88568907339523,"CSA-Q"
6.59369984129411,"CSA-Q"
6.60681592291084,"CSA-Q"
5.96086275310368,"CSA-Q"
6.63130109899593,"CSA-Q"
7.31869560774203,"CSA-Q"
5.95080423083562,"CSA-Q"
6.01877664517547,"CSA-Q"
6.09635121630696,"CSA-Q"
6.0513266298176,"CSA-Q"
7.45980984288558,"CSA-Q"
6.30611078379936,"CSA-Q"
6.91942714366733,"CSA-Q"
7.0652072918143,"CSA-Q"
5.41007188075625,"CSA-Q"
6.26402064851979,"CSA-Q"
6.80241335894885,"CSA-Q"
6.18789461162769,"CSA-Q"
7.05160732186291,"CSA-Q"
5.74028381629275,"CSA-Q"
7.45215795754539,"CSA-Q"
6.35908162502527,"CSA-Q"
6.84963249773091,"CSA-Q"
6.8250380163113,"CSA-Q"
6.11235533399823,"CSA-Q"
6.20186396687943,"CSA-Q"
7.89867523294355,"CSA-Q"
5.48755366417031,"ITE-NUC"
5.51784522562123,"ITE-NUC"
5.29059502087513,"ITE-NUC"
5.8399991655077,"ITE-NUC"
5.98026705179896,"ITE-NUC"
5.28594925479656,"ITE-NUC"
5.54551599394052,"ITE-NUC"
5.66560095186676,"ITE-NUC"
5.82911173292221,"ITE-NUC"
4.59429033770943,"ITE-NUC"
4.93819553441706,"ITE-NUC"
5.16102335346018,"ITE-NUC"
5.08313841587704,"ITE-NUC"
6.47309512166967,"ITE-NUC"
5.74836811093619,"ITE-NUC"
5.18028969770347,"ITE-NUC"
5.51619598339869,"ITE-NUC"
5.02441389403196,"ITE-NUC"
5.4029961479227,"ITE-NUC"
6.46532457998118,"ITE-NUC"
6.10966412518693,"ITE-NUC"
6.55058624985839,"ITE-NUC"
5.05183737171439,"ITE-NUC"
5.67655970686155,"ITE-NUC"
5.58091465487844,"ITE-NUC"
4.90585176898853,"ITE-NUC"
5.15803230568105,"ITE-NUC"
5.20000477731125,"ITE-NUC"
5.56639360541978,"ITE-NUC"
5.71217655411195,"ITE-NUC"
9.37793097152875,"CSA-B"
9.48604814914621,"CSA-B"
8.58141812020141,"CSA-B"
9.17929083563616,"CSA-B"
8.78595928690421,"CSA-B"
9.05637632429429,"CSA-B"
9.40139664638794,"CSA-B"
8.73577414724928,"CSA-B"
8.67370550729023,"CSA-B"
8.93068438285083,"CSA-B"
8.70281647717219,"CSA-B"
8.99630246587232,"CSA-B"
8.8562491925837,"CSA-B"
8.80076220196559,"CSA-B"
8.80545967182977,"CSA-B"
8.9678786172508,"CSA-B"
9.23137646480036,"CSA-B"
9.08475763580511,"CSA-B"
9.41813193778801,"CSA-B"
9.02232495925084,"CSA-B"
8.54340818210372,"CSA-B"
8.66610132945969,"CSA-B"
9.04618160163696,"CSA-B"
9.44663408208385,"CSA-B"
9.04141612784252,"CSA-B"
8.72877815795615,"CSA-B"
9.26761214526813,"CSA-B"
9.13914240189921,"CSA-B"
9.26007676773782,"CSA-B"
9.11662054151856,"CSA-B"
