"Coverage","group"
0.9676,"CSA-huber"
0.9858,"CSA-huber"
0.996,"CSA-huber"
0.994,"CSA-huber"
0.9922,"CSA-huber"
0.9972,"CSA-huber"
0.9964,"CSA-huber"
0.9914,"CSA-huber"
0.9958,"CSA-huber"
0.9942,"CSA-huber"
0.986,"CSA-huber"
0.9764,"CSA-huber"
0.9768,"CSA-huber"
0.9866,"CSA-huber"
0.9786,"CSA-huber"
0.9828,"CSA-huber"
0.9904,"CSA-huber"
0.9524,"CSA-huber"
0.9972,"CSA-huber"
0.9908,"CSA-huber"
0.9864,"CSA-huber"
0.9968,"CSA-huber"
0.999,"CSA-huber"
1,"CSA-huber"
0.9908,"CSA-huber"
0.9946,"CSA-huber"
0.9892,"CSA-huber"
0.9926,"CSA-huber"
0.9932,"CSA-huber"
0.9882,"CSA-huber"
0.8418,"CSA-M"
0.9014,"CSA-M"
0.892,"CSA-M"
0.8692,"CSA-M"
0.8966,"CSA-M"
0.9156,"CSA-M"
0.8758,"CSA-M"
0.9034,"CSA-M"
0.873,"CSA-M"
0.8892,"CSA-M"
0.897,"CSA-M"
0.8944,"CSA-M"
0.8946,"CSA-M"
0.8748,"CSA-M"
0.8898,"CSA-M"
0.9328,"CSA-M"
0.8782,"CSA-M"
0.8698,"CSA-M"
0.871,"CSA-M"
0.8938,"CSA-M"
0.8268,"CSA-M"
0.8972,"CSA-M"
0.822,"CSA-M"
0.8796,"CSA-M"
0.8726,"CSA-M"
0.8842,"CSA-M"
0.8912,"CSA-M"
0.8728,"CSA-M"
0.9226,"CSA-M"
0.9458,"CSA-M"
0.897,"CSA-Q"
0.8916,"CSA-Q"
0.9026,"CSA-Q"
0.8954,"CSA-Q"
0.917,"CSA-Q"
0.908,"CSA-Q"
0.8984,"CSA-Q"
0.8646,"CSA-Q"
0.9328,"CSA-Q"
0.8904,"CSA-Q"
0.9226,"CSA-Q"
0.899,"CSA-Q"
0.9038,"CSA-Q"
0.9328,"CSA-Q"
0.884,"CSA-Q"
0.8892,"CSA-Q"
0.9014,"CSA-Q"
0.9216,"CSA-Q"
0.8704,"CSA-Q"
0.854,"CSA-Q"
0.9,"CSA-Q"
0.8892,"CSA-Q"
0.8986,"CSA-Q"
0.9438,"CSA-Q"
0.9012,"CSA-Q"
0.9104,"CSA-Q"
0.9036,"CSA-Q"
0.9174,"CSA-Q"
0.8782,"CSA-Q"
0.9,"CSA-Q"
0.7582,"ITE-NUC"
0.758,"ITE-NUC"
0.83,"ITE-NUC"
0.7568,"ITE-NUC"
0.775,"ITE-NUC"
0.7612,"ITE-NUC"
0.773,"ITE-NUC"
0.803,"ITE-NUC"
0.7552,"ITE-NUC"
0.7786,"ITE-NUC"
0.7876,"ITE-NUC"
0.7398,"ITE-NUC"
0.7918,"ITE-NUC"
0.7706,"ITE-NUC"
0.815,"ITE-NUC"
0.7506,"ITE-NUC"
0.811,"ITE-NUC"
0.8136,"ITE-NUC"
0.8042,"ITE-NUC"
0.7378,"ITE-NUC"
0.7848,"ITE-NUC"
0.7718,"ITE-NUC"
0.7912,"ITE-NUC"
0.785,"ITE-NUC"
0.7766,"ITE-NUC"
0.8144,"ITE-NUC"
0.7666,"ITE-NUC"
0.736,"ITE-NUC"
0.774,"ITE-NUC"
0.756,"ITE-NUC"
0.9814,"CSA-B"
0.9874,"CSA-B"
0.9914,"CSA-B"
0.9892,"CSA-B"
0.9922,"CSA-B"
0.988,"CSA-B"
0.9956,"CSA-B"
0.9928,"CSA-B"
0.992,"CSA-B"
0.9844,"CSA-B"
0.9886,"CSA-B"
0.9864,"CSA-B"
0.9924,"CSA-B"
0.987,"CSA-B"
0.99,"CSA-B"
0.9874,"CSA-B"
0.9864,"CSA-B"
0.9928,"CSA-B"
0.991,"CSA-B"
0.9922,"CSA-B"
0.9894,"CSA-B"
0.987,"CSA-B"
0.9882,"CSA-B"
0.9818,"CSA-B"
0.9898,"CSA-B"
0.991,"CSA-B"
0.9906,"CSA-B"
0.9862,"CSA-B"
0.98,"CSA-B"
0.9862,"CSA-B"
