"Coverage","group"
0.934,"CSA-M"
0.955,"CSA-M"
0.9226,"CSA-M"
0.9634,"CSA-M"
0.951,"CSA-M"
0.9688,"CSA-M"
0.9326,"CSA-M"
0.9486,"CSA-M"
0.9678,"CSA-M"
0.8682,"CSA-M"
0.9664,"CSA-M"
0.958,"CSA-M"
0.9628,"CSA-M"
0.9018,"CSA-M"
0.9558,"CSA-M"
0.9354,"CSA-M"
0.9356,"CSA-M"
0.9178,"CSA-M"
0.969,"CSA-M"
0.97,"CSA-M"
0.9294,"CSA-M"
0.9416,"CSA-M"
0.9394,"CSA-M"
0.951,"CSA-M"
0.8986,"CSA-M"
0.9286,"CSA-M"
0.9696,"CSA-M"
0.8886,"CSA-M"
0.9174,"CSA-M"
0.9576,"CSA-M"
0.9402,"CSA-M"
0.9464,"CSA-M"
0.927,"CSA-M"
0.9006,"CSA-M"
0.9718,"CSA-M"
0.9536,"CSA-M"
0.9192,"CSA-M"
0.9528,"CSA-M"
0.8848,"CSA-M"
0.9558,"CSA-M"
0.9744,"CSA-M"
0.9014,"CSA-M"
0.9644,"CSA-M"
0.9298,"CSA-M"
0.925,"CSA-M"
0.917,"CSA-M"
0.908,"CSA-M"
0.9162,"CSA-M"
0.9718,"CSA-M"
0.9006,"CSA-M"
0.959,"CSA-Q"
0.938,"CSA-Q"
0.918,"CSA-Q"
0.943,"CSA-Q"
0.9328,"CSA-Q"
0.8988,"CSA-Q"
0.9664,"CSA-Q"
0.921,"CSA-Q"
0.9162,"CSA-Q"
0.9136,"CSA-Q"
0.9212,"CSA-Q"
0.941,"CSA-Q"
0.9228,"CSA-Q"
0.9132,"CSA-Q"
0.9606,"CSA-Q"
0.9506,"CSA-Q"
0.966,"CSA-Q"
0.9548,"CSA-Q"
0.924,"CSA-Q"
0.9526,"CSA-Q"
0.9116,"CSA-Q"
0.938,"CSA-Q"
0.9606,"CSA-Q"
0.9504,"CSA-Q"
0.9368,"CSA-Q"
0.9658,"CSA-Q"
0.9374,"CSA-Q"
0.9274,"CSA-Q"
0.92,"CSA-Q"
0.9448,"CSA-Q"
0.9724,"CSA-Q"
0.9522,"CSA-Q"
0.9232,"CSA-Q"
0.9584,"CSA-Q"
0.9248,"CSA-Q"
0.934,"CSA-Q"
0.9318,"CSA-Q"
0.9546,"CSA-Q"
0.9422,"CSA-Q"
0.9816,"CSA-Q"
0.944,"CSA-Q"
0.9702,"CSA-Q"
0.96,"CSA-Q"
0.929,"CSA-Q"
0.9134,"CSA-Q"
0.9626,"CSA-Q"
0.9334,"CSA-Q"
0.9814,"CSA-Q"
0.9718,"CSA-Q"
0.9472,"CSA-Q"
0.8728,"ITE-NUC"
0.7812,"ITE-NUC"
0.7792,"ITE-NUC"
0.7954,"ITE-NUC"
0.7496,"ITE-NUC"
0.8202,"ITE-NUC"
0.8288,"ITE-NUC"
0.8306,"ITE-NUC"
0.805,"ITE-NUC"
0.843,"ITE-NUC"
0.7986,"ITE-NUC"
0.832,"ITE-NUC"
0.8568,"ITE-NUC"
0.8056,"ITE-NUC"
0.776,"ITE-NUC"
0.8216,"ITE-NUC"
0.7578,"ITE-NUC"
0.851,"ITE-NUC"
0.7928,"ITE-NUC"
0.817,"ITE-NUC"
0.7676,"ITE-NUC"
0.806,"ITE-NUC"
0.8854,"ITE-NUC"
0.8434,"ITE-NUC"
0.8466,"ITE-NUC"
0.82,"ITE-NUC"
0.803,"ITE-NUC"
0.808,"ITE-NUC"
0.8292,"ITE-NUC"
0.84,"ITE-NUC"
0.8348,"ITE-NUC"
0.8326,"ITE-NUC"
0.7966,"ITE-NUC"
0.8118,"ITE-NUC"
0.8114,"ITE-NUC"
0.8078,"ITE-NUC"
0.8148,"ITE-NUC"
0.7968,"ITE-NUC"
0.7794,"ITE-NUC"
0.8242,"ITE-NUC"
0.812,"ITE-NUC"
0.8172,"ITE-NUC"
0.8592,"ITE-NUC"
0.8506,"ITE-NUC"
0.8058,"ITE-NUC"
0.8308,"ITE-NUC"
0.8352,"ITE-NUC"
0.8018,"ITE-NUC"
0.809,"ITE-NUC"
0.8252,"ITE-NUC"
0.9924,"CSA-B"
0.9948,"CSA-B"
0.9824,"CSA-B"
0.9906,"CSA-B"
0.9896,"CSA-B"
0.9886,"CSA-B"
0.9924,"CSA-B"
0.99,"CSA-B"
0.991,"CSA-B"
0.9924,"CSA-B"
0.9952,"CSA-B"
0.993,"CSA-B"
0.9882,"CSA-B"
0.9886,"CSA-B"
0.9928,"CSA-B"
0.992,"CSA-B"
0.9928,"CSA-B"
0.9898,"CSA-B"
0.9834,"CSA-B"
0.9842,"CSA-B"
0.989,"CSA-B"
0.9938,"CSA-B"
0.9882,"CSA-B"
0.9956,"CSA-B"
0.9964,"CSA-B"
0.991,"CSA-B"
0.9896,"CSA-B"
0.9842,"CSA-B"
0.9834,"CSA-B"
0.9908,"CSA-B"
0.9938,"CSA-B"
0.9906,"CSA-B"
0.9772,"CSA-B"
0.9898,"CSA-B"
0.9932,"CSA-B"
0.9864,"CSA-B"
0.9944,"CSA-B"
0.991,"CSA-B"
0.991,"CSA-B"
0.9924,"CSA-B"
0.9868,"CSA-B"
0.9914,"CSA-B"
0.9958,"CSA-B"
0.996,"CSA-B"
0.9686,"CSA-B"
0.9948,"CSA-B"
0.9892,"CSA-B"
0.9934,"CSA-B"
0.9946,"CSA-B"
0.9948,"CSA-B"
