"Coverage","group"
0.6268,"CSA-huber"
0.6596,"CSA-huber"
0.8572,"CSA-huber"
0.8618,"CSA-huber"
0.8958,"CSA-huber"
0.7146,"CSA-huber"
0.8078,"CSA-huber"
0.644,"CSA-huber"
0.875,"CSA-huber"
0.8104,"CSA-huber"
0.753,"CSA-huber"
0.6832,"CSA-huber"
0.6726,"CSA-huber"
0.687,"CSA-huber"
0.5946,"CSA-huber"
0.7258,"CSA-huber"
0.7246,"CSA-huber"
0.674,"CSA-huber"
0.7918,"CSA-huber"
0.7042,"CSA-huber"
0.8616,"CSA-huber"
0.7476,"CSA-huber"
0.6246,"CSA-huber"
0.7626,"CSA-huber"
0.5646,"CSA-huber"
0.726,"CSA-huber"
0.7284,"CSA-huber"
0.6888,"CSA-huber"
0.7924,"CSA-huber"
0.7868,"CSA-huber"
0.8622,"CSA-M"
0.8578,"CSA-M"
0.838,"CSA-M"
0.8672,"CSA-M"
0.8614,"CSA-M"
0.8576,"CSA-M"
0.8732,"CSA-M"
0.8202,"CSA-M"
0.8252,"CSA-M"
0.827,"CSA-M"
0.8528,"CSA-M"
0.836,"CSA-M"
0.8476,"CSA-M"
0.844,"CSA-M"
0.8514,"CSA-M"
0.8536,"CSA-M"
0.8808,"CSA-M"
0.8376,"CSA-M"
0.867,"CSA-M"
0.85,"CSA-M"
0.8776,"CSA-M"
0.8632,"CSA-M"
0.8278,"CSA-M"
0.7758,"CSA-M"
0.8448,"CSA-M"
0.827,"CSA-M"
0.8228,"CSA-M"
0.8556,"CSA-M"
0.7834,"CSA-M"
0.84,"CSA-M"
0.8806,"CSA-Q"
0.7818,"CSA-Q"
0.8462,"CSA-Q"
0.884,"CSA-Q"
0.8466,"CSA-Q"
0.8764,"CSA-Q"
0.8298,"CSA-Q"
0.8424,"CSA-Q"
0.7972,"CSA-Q"
0.8822,"CSA-Q"
0.8134,"CSA-Q"
0.8242,"CSA-Q"
0.8484,"CSA-Q"
0.8694,"CSA-Q"
0.8358,"CSA-Q"
0.8654,"CSA-Q"
0.8812,"CSA-Q"
0.8004,"CSA-Q"
0.8286,"CSA-Q"
0.8842,"CSA-Q"
0.8802,"CSA-Q"
0.8422,"CSA-Q"
0.84,"CSA-Q"
0.891,"CSA-Q"
0.8608,"CSA-Q"
0.8422,"CSA-Q"
0.85,"CSA-Q"
0.828,"CSA-Q"
0.8016,"CSA-Q"
0.8402,"CSA-Q"
0.7316,"ITE-NUC"
0.7082,"ITE-NUC"
0.6824,"ITE-NUC"
0.7138,"ITE-NUC"
0.7536,"ITE-NUC"
0.6854,"ITE-NUC"
0.6622,"ITE-NUC"
0.6712,"ITE-NUC"
0.684,"ITE-NUC"
0.7006,"ITE-NUC"
0.7322,"ITE-NUC"
0.7174,"ITE-NUC"
0.6752,"ITE-NUC"
0.7692,"ITE-NUC"
0.6748,"ITE-NUC"
0.6878,"ITE-NUC"
0.6882,"ITE-NUC"
0.6284,"ITE-NUC"
0.6404,"ITE-NUC"
0.7156,"ITE-NUC"
0.7156,"ITE-NUC"
0.7082,"ITE-NUC"
0.721,"ITE-NUC"
0.7224,"ITE-NUC"
0.697,"ITE-NUC"
0.7016,"ITE-NUC"
0.6988,"ITE-NUC"
0.7016,"ITE-NUC"
0.7026,"ITE-NUC"
0.7006,"ITE-NUC"
0.9818,"CSA-B"
0.9866,"CSA-B"
0.9914,"CSA-B"
0.9858,"CSA-B"
0.9906,"CSA-B"
0.9954,"CSA-B"
0.9692,"CSA-B"
0.9932,"CSA-B"
0.981,"CSA-B"
0.9784,"CSA-B"
0.9916,"CSA-B"
0.99,"CSA-B"
0.9908,"CSA-B"
0.9874,"CSA-B"
0.9744,"CSA-B"
0.984,"CSA-B"
0.9866,"CSA-B"
0.9948,"CSA-B"
0.9642,"CSA-B"
0.9562,"CSA-B"
0.9974,"CSA-B"
0.9704,"CSA-B"
0.988,"CSA-B"
0.9426,"CSA-B"
0.9856,"CSA-B"
0.9802,"CSA-B"
0.9906,"CSA-B"
0.9956,"CSA-B"
0.9896,"CSA-B"
0.9914,"CSA-B"
