"Interval_length","group"
10.2747032749797,"CSA-huber"
11.8895832770617,"CSA-huber"
14.352602802005,"CSA-huber"
11.5442295672723,"CSA-huber"
15.8048416454438,"CSA-huber"
15.5470068935213,"CSA-huber"
18.0762692777959,"CSA-huber"
15.2648160863914,"CSA-huber"
13.0341913002437,"CSA-huber"
17.2869614865544,"CSA-huber"
13.9494126704013,"CSA-huber"
12.4315606803862,"CSA-huber"
9.80090639004369,"CSA-huber"
10.8345097811479,"CSA-huber"
10.5797510590318,"CSA-huber"
17.4989485116263,"CSA-huber"
9.19360571350335,"CSA-huber"
9.99888329396543,"CSA-huber"
10.801775984157,"CSA-huber"
12.1120278232177,"CSA-huber"
18.753169784693,"CSA-huber"
9.82762360736633,"CSA-huber"
13.3116432128849,"CSA-huber"
14.8591518925662,"CSA-huber"
16.8733211802905,"CSA-huber"
10.9891268527538,"CSA-huber"
10.5591559847754,"CSA-huber"
13.809856115644,"CSA-huber"
13.3596653009382,"CSA-huber"
12.8722010586993,"CSA-huber"
10.5338332410845,"CSA-M"
11.205414695949,"CSA-M"
10.7219208149648,"CSA-M"
10.7626013565863,"CSA-M"
10.1925644724139,"CSA-M"
9.98508702364932,"CSA-M"
10.1698714360975,"CSA-M"
10.3344170187963,"CSA-M"
11.1665773640508,"CSA-M"
10.6665996169555,"CSA-M"
12.0595602875507,"CSA-M"
10.1077203386639,"CSA-M"
10.9631411920346,"CSA-M"
11.7351594807504,"CSA-M"
11.4727873342826,"CSA-M"
11.971277258267,"CSA-M"
11.5769203398935,"CSA-M"
10.7717317270723,"CSA-M"
10.8389077089229,"CSA-M"
10.2840716295033,"CSA-M"
11.4891712546553,"CSA-M"
11.4881274604209,"CSA-M"
11.0832416253382,"CSA-M"
10.8492824415528,"CSA-M"
10.2638125500534,"CSA-M"
10.6391818287766,"CSA-M"
10.8419275205901,"CSA-M"
10.0838607589632,"CSA-M"
11.3044303288362,"CSA-M"
9.87640089334869,"CSA-M"
11.7515631470348,"CSA-Q"
12.0957992630992,"CSA-Q"
13.9151966940194,"CSA-Q"
13.5475974605394,"CSA-Q"
12.5130527483217,"CSA-Q"
12.1731347710362,"CSA-Q"
12.2534682419443,"CSA-Q"
12.2325796292063,"CSA-Q"
10.9383737993417,"CSA-Q"
12.2408418168283,"CSA-Q"
12.9924375663538,"CSA-Q"
12.2290708596616,"CSA-Q"
12.5607162949112,"CSA-Q"
12.0980942060215,"CSA-Q"
10.8516882353094,"CSA-Q"
13.2458731133387,"CSA-Q"
12.5769732512375,"CSA-Q"
12.4099584246404,"CSA-Q"
11.8404217523592,"CSA-Q"
12.8188142643256,"CSA-Q"
12.2792685520253,"CSA-Q"
13.1680516901667,"CSA-Q"
10.8639580810651,"CSA-Q"
12.3925880537385,"CSA-Q"
13.3662005193918,"CSA-Q"
12.0755129220421,"CSA-Q"
10.1475335608048,"CSA-Q"
11.7994946843402,"CSA-Q"
10.8868256166944,"CSA-Q"
12.9782392277729,"CSA-Q"
8.43613155987819,"ITE-NUC"
9.53742618753593,"ITE-NUC"
8.36994441205626,"ITE-NUC"
9.28733048843215,"ITE-NUC"
8.35362197704288,"ITE-NUC"
8.46226846997528,"ITE-NUC"
8.18599759449926,"ITE-NUC"
8.56053279129672,"ITE-NUC"
8.80042529038035,"ITE-NUC"
8.79492676755345,"ITE-NUC"
8.21763003228122,"ITE-NUC"
8.85274858397024,"ITE-NUC"
7.87188047513615,"ITE-NUC"
9.20053193261965,"ITE-NUC"
8.45025271394765,"ITE-NUC"
8.54700775886171,"ITE-NUC"
9.89711708401207,"ITE-NUC"
8.38084121917777,"ITE-NUC"
8.73766826660924,"ITE-NUC"
8.65814408620785,"ITE-NUC"
7.98567173867966,"ITE-NUC"
9.38584597892676,"ITE-NUC"
8.33032645680893,"ITE-NUC"
9.60481542813336,"ITE-NUC"
8.02215283262932,"ITE-NUC"
8.84828733044752,"ITE-NUC"
7.41826735030628,"ITE-NUC"
8.26127869719184,"ITE-NUC"
8.10017840796473,"ITE-NUC"
8.10841666076035,"ITE-NUC"
18.2655204685602,"CSA-B"
19.6554168831263,"CSA-B"
18.7412846463612,"CSA-B"
19.1250586366335,"CSA-B"
18.1334278427159,"CSA-B"
18.0398642371514,"CSA-B"
20.3124753611301,"CSA-B"
20.9735503112131,"CSA-B"
20.221319747911,"CSA-B"
18.4502867025636,"CSA-B"
19.3179259312603,"CSA-B"
20.1086876863943,"CSA-B"
19.7540265081228,"CSA-B"
20.9578116563535,"CSA-B"
19.6166670227339,"CSA-B"
18.7077952421704,"CSA-B"
19.9266459083649,"CSA-B"
21.2163988997242,"CSA-B"
19.9656815356165,"CSA-B"
19.060471158907,"CSA-B"
19.1806812239284,"CSA-B"
17.7864588246823,"CSA-B"
18.6618179594648,"CSA-B"
18.4185909577635,"CSA-B"
18.5240370823001,"CSA-B"
18.1047075113089,"CSA-B"
17.1285563196277,"CSA-B"
18.3064434859461,"CSA-B"
19.5453277718728,"CSA-B"
17.9019561204664,"CSA-B"
