"Coverage","group"
0.8698,"CSA-M"
0.892,"CSA-M"
0.891,"CSA-M"
0.8634,"CSA-M"
0.9316,"CSA-M"
0.9046,"CSA-M"
0.8576,"CSA-M"
0.9164,"CSA-M"
0.8446,"CSA-M"
0.8216,"CSA-M"
0.902,"CSA-M"
0.8474,"CSA-M"
0.936,"CSA-M"
0.9402,"CSA-M"
0.8446,"CSA-M"
0.9044,"CSA-M"
0.9314,"CSA-M"
0.9188,"CSA-M"
0.9366,"CSA-M"
0.9012,"CSA-M"
0.8926,"CSA-M"
0.945,"CSA-M"
0.8958,"CSA-M"
0.89,"CSA-M"
0.8504,"CSA-M"
0.8872,"CSA-M"
0.902,"CSA-M"
0.9044,"CSA-M"
0.9022,"CSA-M"
0.923,"CSA-M"
0.8994,"CSA-M"
0.8576,"CSA-M"
0.854,"CSA-M"
0.8706,"CSA-M"
0.9376,"CSA-M"
0.9198,"CSA-M"
0.9362,"CSA-M"
0.905,"CSA-M"
0.9026,"CSA-M"
0.8962,"CSA-M"
0.887,"CSA-M"
0.9052,"CSA-M"
0.8934,"CSA-M"
0.903,"CSA-M"
0.9176,"CSA-M"
0.9454,"CSA-M"
0.8536,"CSA-M"
0.9196,"CSA-M"
0.8752,"CSA-M"
0.8704,"CSA-M"
0.907,"CSA-Q"
0.9152,"CSA-Q"
0.8974,"CSA-Q"
0.9184,"CSA-Q"
0.873,"CSA-Q"
0.9066,"CSA-Q"
0.8852,"CSA-Q"
0.8584,"CSA-Q"
0.8878,"CSA-Q"
0.945,"CSA-Q"
0.9028,"CSA-Q"
0.8988,"CSA-Q"
0.9342,"CSA-Q"
0.9276,"CSA-Q"
0.9052,"CSA-Q"
0.9084,"CSA-Q"
0.9226,"CSA-Q"
0.8994,"CSA-Q"
0.9256,"CSA-Q"
0.9096,"CSA-Q"
0.8746,"CSA-Q"
0.8842,"CSA-Q"
0.934,"CSA-Q"
0.911,"CSA-Q"
0.9068,"CSA-Q"
0.8724,"CSA-Q"
0.9236,"CSA-Q"
0.9004,"CSA-Q"
0.929,"CSA-Q"
0.8612,"CSA-Q"
0.9278,"CSA-Q"
0.9106,"CSA-Q"
0.9378,"CSA-Q"
0.8988,"CSA-Q"
0.9296,"CSA-Q"
0.8976,"CSA-Q"
0.9298,"CSA-Q"
0.8906,"CSA-Q"
0.916,"CSA-Q"
0.9318,"CSA-Q"
0.9076,"CSA-Q"
0.8782,"CSA-Q"
0.8966,"CSA-Q"
0.942,"CSA-Q"
0.9026,"CSA-Q"
0.9412,"CSA-Q"
0.9242,"CSA-Q"
0.9216,"CSA-Q"
0.9292,"CSA-Q"
0.9232,"CSA-Q"
0.8594,"ITE-NUC"
0.8506,"ITE-NUC"
0.8352,"ITE-NUC"
0.8292,"ITE-NUC"
0.7936,"ITE-NUC"
0.823,"ITE-NUC"
0.8458,"ITE-NUC"
0.8578,"ITE-NUC"
0.7264,"ITE-NUC"
0.7562,"ITE-NUC"
0.8534,"ITE-NUC"
0.8056,"ITE-NUC"
0.8476,"ITE-NUC"
0.8206,"ITE-NUC"
0.827,"ITE-NUC"
0.7882,"ITE-NUC"
0.8352,"ITE-NUC"
0.7954,"ITE-NUC"
0.8084,"ITE-NUC"
0.8384,"ITE-NUC"
0.8282,"ITE-NUC"
0.81,"ITE-NUC"
0.8176,"ITE-NUC"
0.8254,"ITE-NUC"
0.7898,"ITE-NUC"
0.78,"ITE-NUC"
0.8368,"ITE-NUC"
0.826,"ITE-NUC"
0.8682,"ITE-NUC"
0.8632,"ITE-NUC"
0.8196,"ITE-NUC"
0.8558,"ITE-NUC"
0.8578,"ITE-NUC"
0.8146,"ITE-NUC"
0.8252,"ITE-NUC"
0.845,"ITE-NUC"
0.8348,"ITE-NUC"
0.8564,"ITE-NUC"
0.8466,"ITE-NUC"
0.832,"ITE-NUC"
0.8248,"ITE-NUC"
0.8454,"ITE-NUC"
0.8284,"ITE-NUC"
0.8194,"ITE-NUC"
0.8328,"ITE-NUC"
0.8296,"ITE-NUC"
0.8198,"ITE-NUC"
0.8354,"ITE-NUC"
0.829,"ITE-NUC"
0.8426,"ITE-NUC"
0.9892,"CSA-B"
0.9926,"CSA-B"
0.9838,"CSA-B"
0.9784,"CSA-B"
0.989,"CSA-B"
0.9906,"CSA-B"
0.9834,"CSA-B"
0.9846,"CSA-B"
0.982,"CSA-B"
0.9888,"CSA-B"
0.9862,"CSA-B"
0.9828,"CSA-B"
0.994,"CSA-B"
0.9932,"CSA-B"
0.989,"CSA-B"
0.9904,"CSA-B"
0.9844,"CSA-B"
0.9872,"CSA-B"
0.9928,"CSA-B"
0.986,"CSA-B"
0.9806,"CSA-B"
0.9834,"CSA-B"
0.9856,"CSA-B"
0.98,"CSA-B"
0.9874,"CSA-B"
0.993,"CSA-B"
0.9888,"CSA-B"
0.9842,"CSA-B"
0.9846,"CSA-B"
0.9916,"CSA-B"
0.9906,"CSA-B"
0.9896,"CSA-B"
0.9904,"CSA-B"
0.989,"CSA-B"
0.9744,"CSA-B"
0.9886,"CSA-B"
0.9864,"CSA-B"
0.9886,"CSA-B"
0.9854,"CSA-B"
0.9852,"CSA-B"
0.9858,"CSA-B"
0.9874,"CSA-B"
0.9878,"CSA-B"
0.9792,"CSA-B"
0.9902,"CSA-B"
0.9894,"CSA-B"
0.9872,"CSA-B"
0.9836,"CSA-B"
0.9914,"CSA-B"
0.9758,"CSA-B"
