"Interval_length","group"
6.44408208353908,"CSA-M"
6.86555994833451,"CSA-M"
6.81908341257589,"CSA-M"
6.26940738084035,"CSA-M"
8.3730420380873,"CSA-M"
7.38196937528738,"CSA-M"
6.13837474221851,"CSA-M"
7.52731637390821,"CSA-M"
6.11948700306916,"CSA-M"
5.72091121868065,"CSA-M"
7.00964185429106,"CSA-M"
6.04113676150114,"CSA-M"
8.13202303796697,"CSA-M"
8.47587035081492,"CSA-M"
5.85390046430642,"CSA-M"
7.10476223884225,"CSA-M"
7.62566672153455,"CSA-M"
7.89990892840785,"CSA-M"
8.32864763921957,"CSA-M"
7.39920105298983,"CSA-M"
6.94396156616342,"CSA-M"
8.35848284314539,"CSA-M"
6.72698407536261,"CSA-M"
6.75321849886665,"CSA-M"
6.0761171590516,"CSA-M"
6.84964359161894,"CSA-M"
7.46162886202866,"CSA-M"
7.53224527577333,"CSA-M"
7.45374888050582,"CSA-M"
7.61463059142581,"CSA-M"
7.22738091976144,"CSA-M"
6.15538983434659,"CSA-M"
6.21463170697323,"CSA-M"
6.49186595960019,"CSA-M"
8.45367390441674,"CSA-M"
7.63058225955886,"CSA-M"
8.23204334479228,"CSA-M"
7.16711136015228,"CSA-M"
7.35110162894155,"CSA-M"
6.91773163220142,"CSA-M"
6.47965497168354,"CSA-M"
7.26868028951283,"CSA-M"
6.67762321810743,"CSA-M"
7.24193040498883,"CSA-M"
7.86383456074217,"CSA-M"
8.70062144437022,"CSA-M"
6.16106156717602,"CSA-M"
7.62748667949663,"CSA-M"
6.38946190248913,"CSA-M"
6.5782648982505,"CSA-M"
8.94796000040867,"CSA-Q"
9.41940208242078,"CSA-Q"
9.02641108839089,"CSA-Q"
10.9186993155582,"CSA-Q"
9.73874918745578,"CSA-Q"
9.8593641275269,"CSA-Q"
9.1607862826656,"CSA-Q"
9.20042608784985,"CSA-Q"
8.53728113619915,"CSA-Q"
10.2785974180645,"CSA-Q"
9.08312177881028,"CSA-Q"
9.77447000793961,"CSA-Q"
9.88311707277409,"CSA-Q"
9.44786468781293,"CSA-Q"
9.27069329550793,"CSA-Q"
9.61353364874599,"CSA-Q"
10.0372392856541,"CSA-Q"
9.34977367815396,"CSA-Q"
10.3544724669051,"CSA-Q"
9.93921700969232,"CSA-Q"
8.84409467531838,"CSA-Q"
9.82696036288613,"CSA-Q"
9.02692146047038,"CSA-Q"
10.5473048243928,"CSA-Q"
9.58284047545336,"CSA-Q"
8.6775267334905,"CSA-Q"
9.83109032984149,"CSA-Q"
10.5369920569515,"CSA-Q"
10.0335672373014,"CSA-Q"
8.2162870016238,"CSA-Q"
10.6034747920627,"CSA-Q"
9.35865141663097,"CSA-Q"
10.3565308251618,"CSA-Q"
9.73442333541089,"CSA-Q"
10.4628256239089,"CSA-Q"
10.0631104377644,"CSA-Q"
9.42653363342563,"CSA-Q"
9.90692074355435,"CSA-Q"
9.61682236643171,"CSA-Q"
9.63721271396824,"CSA-Q"
10.0245873755009,"CSA-Q"
9.21833291393873,"CSA-Q"
8.51577486081448,"CSA-Q"
10.5718964480096,"CSA-Q"
9.52113765927855,"CSA-Q"
10.427776141032,"CSA-Q"
10.0616035557433,"CSA-Q"
9.73759446105583,"CSA-Q"
10.1601243607642,"CSA-Q"
10.0896494260757,"CSA-Q"
8.16984773639909,"ITE-NUC"
8.49240075640899,"ITE-NUC"
8.60588149301605,"ITE-NUC"
8.84688657876456,"ITE-NUC"
7.52710700000116,"ITE-NUC"
7.87885284954646,"ITE-NUC"
8.13732271578402,"ITE-NUC"
8.3774410992317,"ITE-NUC"
6.11733043266203,"ITE-NUC"
6.05979848781958,"ITE-NUC"
8.60145006455118,"ITE-NUC"
7.31412216649984,"ITE-NUC"
8.02658452703696,"ITE-NUC"
7.0336130137071,"ITE-NUC"
7.07497617758892,"ITE-NUC"
7.35438574954359,"ITE-NUC"
8.85168428911382,"ITE-NUC"
7.47816345820471,"ITE-NUC"
8.62525399761086,"ITE-NUC"
7.80278236792119,"ITE-NUC"
7.94112700236402,"ITE-NUC"
8.574307234667,"ITE-NUC"
7.09240909028254,"ITE-NUC"
8.22152103629313,"ITE-NUC"
7.04345424813431,"ITE-NUC"
7.40716942082558,"ITE-NUC"
7.64932910578444,"ITE-NUC"
8.9382546903439,"ITE-NUC"
8.4916030262197,"ITE-NUC"
9.12083152829831,"ITE-NUC"
8.96184957906891,"ITE-NUC"
8.53928991326091,"ITE-NUC"
7.82377768509606,"ITE-NUC"
8.39004177414638,"ITE-NUC"
7.7659155724376,"ITE-NUC"
8.18792598309825,"ITE-NUC"
7.87551071845239,"ITE-NUC"
