"Coverage","group"
0.8132,"CSA-M"
0.8222,"CSA-M"
0.835,"CSA-M"
0.8324,"CSA-M"
0.8276,"CSA-M"
0.7474,"CSA-M"
0.849,"CSA-M"
0.8474,"CSA-M"
0.8038,"CSA-M"
0.8248,"CSA-M"
0.7876,"CSA-M"
0.8268,"CSA-M"
0.7662,"CSA-M"
0.7826,"CSA-M"
0.8532,"CSA-M"
0.7944,"CSA-M"
0.8396,"CSA-M"
0.8384,"CSA-M"
0.7874,"CSA-M"
0.8074,"CSA-M"
0.7936,"CSA-M"
0.843,"CSA-M"
0.7762,"CSA-M"
0.8388,"CSA-M"
0.8126,"CSA-M"
0.7874,"CSA-M"
0.8318,"CSA-M"
0.8588,"CSA-M"
0.8142,"CSA-M"
0.8346,"CSA-M"
0.803,"CSA-M"
0.8348,"CSA-M"
0.859,"CSA-M"
0.828,"CSA-M"
0.848,"CSA-M"
0.8456,"CSA-M"
0.8172,"CSA-M"
0.801,"CSA-M"
0.8314,"CSA-M"
0.7718,"CSA-M"
0.8502,"CSA-M"
0.8506,"CSA-M"
0.8154,"CSA-M"
0.8208,"CSA-M"
0.7684,"CSA-M"
0.7804,"CSA-M"
0.8198,"CSA-M"
0.8072,"CSA-M"
0.7634,"CSA-M"
0.7922,"CSA-M"
0.8534,"CSA-Q"
0.8482,"CSA-Q"
0.841,"CSA-Q"
0.8334,"CSA-Q"
0.8652,"CSA-Q"
0.8276,"CSA-Q"
0.8518,"CSA-Q"
0.8254,"CSA-Q"
0.8586,"CSA-Q"
0.8034,"CSA-Q"
0.8422,"CSA-Q"
0.8682,"CSA-Q"
0.8388,"CSA-Q"
0.8558,"CSA-Q"
0.8776,"CSA-Q"
0.8192,"CSA-Q"
0.8034,"CSA-Q"
0.8298,"CSA-Q"
0.8586,"CSA-Q"
0.7994,"CSA-Q"
0.852,"CSA-Q"
0.8438,"CSA-Q"
0.8688,"CSA-Q"
0.8656,"CSA-Q"
0.8266,"CSA-Q"
0.8596,"CSA-Q"
0.8676,"CSA-Q"
0.8346,"CSA-Q"
0.8386,"CSA-Q"
0.8632,"CSA-Q"
0.833,"CSA-Q"
0.8446,"CSA-Q"
0.8822,"CSA-Q"
0.862,"CSA-Q"
0.8316,"CSA-Q"
0.85,"CSA-Q"
0.8252,"CSA-Q"
0.7994,"CSA-Q"
0.8032,"CSA-Q"
0.8248,"CSA-Q"
0.829,"CSA-Q"
0.8244,"CSA-Q"
0.8666,"CSA-Q"
0.8414,"CSA-Q"
0.8428,"CSA-Q"
0.8548,"CSA-Q"
0.8526,"CSA-Q"
0.8808,"CSA-Q"
0.82,"CSA-Q"
0.8528,"CSA-Q"
0.8354,"ITE-NUC"
0.8428,"ITE-NUC"
0.837,"ITE-NUC"
0.865,"ITE-NUC"
0.8286,"ITE-NUC"
0.8306,"ITE-NUC"
0.8382,"ITE-NUC"
0.8504,"ITE-NUC"
0.8332,"ITE-NUC"
0.8034,"ITE-NUC"
0.8486,"ITE-NUC"
0.8412,"ITE-NUC"
0.8408,"ITE-NUC"
0.8472,"ITE-NUC"
0.924,"ITE-NUC"
0.855,"ITE-NUC"
0.8166,"ITE-NUC"
0.8586,"ITE-NUC"
0.8476,"ITE-NUC"
0.8592,"ITE-NUC"
0.8604,"ITE-NUC"
0.817,"ITE-NUC"
0.8592,"ITE-NUC"
0.8676,"ITE-NUC"
0.772,"ITE-NUC"
0.8642,"ITE-NUC"
0.8702,"ITE-NUC"
0.8638,"ITE-NUC"
0.844,"ITE-NUC"
0.8536,"ITE-NUC"
0.8382,"ITE-NUC"
0.8284,"ITE-NUC"
0.8688,"ITE-NUC"
0.812,"ITE-NUC"
0.8446,"ITE-NUC"
0.8794,"ITE-NUC"
0.828,"ITE-NUC"
0.8328,"ITE-NUC"
0.8302,"ITE-NUC"
0.8632,"ITE-NUC"
0.8188,"ITE-NUC"
0.8116,"ITE-NUC"
0.8588,"ITE-NUC"
0.8328,"ITE-NUC"
0.842,"ITE-NUC"
0.8658,"ITE-NUC"
0.8594,"ITE-NUC"
0.8686,"ITE-NUC"
0.844,"ITE-NUC"
0.8508,"ITE-NUC"
0.9744,"CSA-B"
0.9796,"CSA-B"
0.968,"CSA-B"
0.9694,"CSA-B"
0.978,"CSA-B"
0.9704,"CSA-B"
0.9764,"CSA-B"
0.9842,"CSA-B"
0.9832,"CSA-B"
0.9814,"CSA-B"
0.979,"CSA-B"
0.981,"CSA-B"
0.9732,"CSA-B"
0.9836,"CSA-B"
0.98,"CSA-B"
0.9774,"CSA-B"
0.9696,"CSA-B"
0.9778,"CSA-B"
0.9778,"CSA-B"
0.9776,"CSA-B"
0.9802,"CSA-B"
0.972,"CSA-B"
0.9784,"CSA-B"
0.982,"CSA-B"
0.9742,"CSA-B"
0.9804,"CSA-B"
0.9888,"CSA-B"
0.9794,"CSA-B"
0.9796,"CSA-B"
0.9688,"CSA-B"
0.9658,"CSA-B"
0.972,"CSA-B"
0.9838,"CSA-B"
0.9738,"CSA-B"
0.977,"CSA-B"
0.9856,"CSA-B"
0.9786,"CSA-B"
0.9768,"CSA-B"
0.9792,"CSA-B"
0.9772,"CSA-B"
0.9836,"CSA-B"
0.975,"CSA-B"
0.9792,"CSA-B"
0.9804,"CSA-B"
0.9646,"CSA-B"
0.9744,"CSA-B"
0.978,"CSA-B"
0.9782,"CSA-B"
0.9822,"CSA-B"
0.972,"CSA-B"
