"X1","X2","X3","X1.1","X2.1","X3.1","X1.2","X2.2","X3.2","X1.3","X2.3","X3.3"
0.9146,6.61471263094013,0,0.8789,9.7181174620148,0,0.8432,9.38849461058631,0,0.9894,10.4949945710385,0
0.8868,6.45978020323397,0,0.877,9.12624201948212,0,0.8069,9.05089657845567,0,0.9838,9.94044475135817,0
0.9189,6.82827542176805,0,0.9359,11.9330307018504,0,0.806,7.25031380347206,0,0.9841,10.069018274153,1
0.8467,5.87435740505577,0,0.8656,9.06467613100107,0,0.7631,7.20512341551295,0,0.9885,10.6369853200481,0
0.8771,6.49484557628406,0,0.9042,9.95820556634785,0,0.7978,7.82658193990351,0,0.9895,10.426476479005,0
0.9276,7.06135701390842,0,0.928,10.8129710227871,0,0.8184,8.98458319438491,0,0.9886,10.2471933806135,0
0.8385,5.56306346019502,0,0.8963,10.1277310304803,0,0.8458,9.13724499185811,0,0.985,10.0726398962217,0
0.8961,6.96824817940453,0,0.9078,10.3375158556828,0,0.8055,8.62211609857906,0,0.9898,10.7237408797724,1
0.9361,8.11960665932497,0,0.8978,10.2765149110037,0,0.802,8.47950493631863,0,0.9912,10.813653078015,0
0.8877,6.57888074198532,0,0.9007,10.3190790887674,0,0.7987,7.67794262324055,0,0.9867,10.3826054182896,0
0.9407,7.97129327844789,0,0.9204,10.1699071775568,0,0.8123,7.85987710167411,0,0.9921,10.6750498062977,0
0.8726,6.46035202941446,0,0.8208,9.94380229905114,0,0.791,9.10478985446081,0,0.9855,10.3052555967857,0
0.8619,6.04256353514532,0,0.8586,9.22546346482823,0,0.8087,7.78335697259341,0,0.9874,10.4629940894877,0
0.9088,6.96069511385425,0,0.9299,10.7721043426908,0,0.8168,8.40796062043314,0,0.9859,10.276462345168,0
0.855,6.25241361065194,0,0.9278,11.0288322369707,0,0.7891,8.61803624118825,0,0.9876,10.4253766406361,0
0.8648,6.0688502260207,0,0.9129,10.9275238549224,0,0.7819,7.9972198307069,0,0.9677,8.81332019778702,0
0.9236,7.14059994299827,0,0.9411,11.2555868722646,0,0.8251,9.13551419518368,0,0.9843,10.4400822895602,0
0.8898,6.14232439714152,0,0.9045,9.67789173243715,0,0.853,7.82686563480278,0,0.9846,9.61485766938254,0
0.935,8.63196953413927,0,0.9186,11.0977627338447,0,0.8149,9.02051576604144,0,0.9897,10.6228413716234,0
0.9152,7.60516236671368,0,0.8855,9.72503032762912,0,0.8315,9.51524774557674,0,0.9916,10.6992295155387,0
0.9323,7.63180103703221,0,0.9049,10.9220707510795,0,0.8413,9.78766083079355,0,0.9956,11.7820629843427,0
0.9346,7.23076122925366,0,0.9237,10.9744380672564,0,0.8062,8.47141237718495,0,0.9873,10.2501552033366,0
0.9515,8.12227754738508,0,0.8846,9.63892928796445,0,0.7741,7.74313309463214,0,0.9837,9.98869834611118,0
0.9009,6.54584880429865,0,0.9097,10.7940638916999,0,0.8006,8.332735271078,0,0.9902,11.0064977097948,0
0.8832,6.56104786134549,0,0.8729,10.3466319334922,0,0.8111,9.30127889950841,0,0.9828,9.7168843079458,0
0.8952,6.7253447562803,0,0.9126,10.2870480810836,0,0.7795,7.40133985854623,0,0.9942,11.5422839480669,0
0.9169,7.18444413579427,0,0.9117,11.4803169334531,0,0.8375,9.12878258509581,0,0.9953,12.0185525093197,0
0.9024,6.47476673221816,0,0.9396,10.903406495242,0,0.8379,9.0157071838194,0,0.9868,10.3858869878367,0
0.9473,8.04917640825762,0,0.9002,11.0042574402563,0,0.7795,8.2929736625587,0,0.9909,11.4533632315891,0
0.8985,6.49827007355745,0,0.9376,10.8640069239139,0,0.8145,8.73205120692582,0,0.9879,10.1308146007284,0
0.9,6.52100974301469,0,0.9349,10.8222638204449,0,0.8478,9.13742873494059,0,0.9929,11.6235388654322,0
0.8524,5.95004885746159,0,0.9202,10.98313975183,0,0.8252,8.77955736852107,0,0.977,9.27649456498703,0
0.9199,7.30664228281696,0,0.8357,9.20502579157297,0,0.7906,8.33259344349174,0,0.9897,10.5560819096507,0
0.89,6.58115892773904,0,0.9204,10.6631597751897,0,0.7758,7.51824766746755,0,0.9902,10.733519413578,2
0.912,6.49948922969507,0,0.9198,11.0057901974592,0,0.8507,10.1341286201985,0,0.9916,10.7604080839374,0
0.8826,6.48122730958233,0,0.9255,10.9406349119951,0,0.7992,8.10114334291948,0,0.9874,10.4731229054835,0
0.877,6.42670979429523,0,0.9089,10.3122773775171,0,0.7648,8.32679758973219,0,0.9875,10.1568933213029,0
0.9148,6.65077278704697,0,0.9492,11.0194068502178,0,0.838,8.59923365651262,0,0.9945,11.4401832047582,0
0.8849,6.36017604907306,0,0.9021,11.012305571174,0,0.8235,8.91638424222444,0,0.9927,11.1544680210398,0
0.9102,6.60965007313002,0,0.9027,10.5401975738219,0,0.8698,9.2722846798317,0,0.9877,10.3283201186568,0
0.8745,6.01942794933231,0,0.897,10.256892766346,0,0.8015,8.55577651443183,0,0.9881,10.2931016540258,0
0.9011,6.7553420322535,0,0.8904,9.8246782441905,0,0.7742,7.32649455392794,0,0.9908,10.6535286186583,0
0.912,6.66701921628861,0,0.9291,11.7496683016147,0,0.8021,8.49631403104758,0,0.9875,10.6064803480381,0
0.888,6.13541459536249,0,0.906,9.99173114232813,0,0.8165,7.95135119948588,0,0.9946,11.9724670687484,0
0.936,7.31837213041977,0,0.9368,11.7808759051695,0,0.7824,8.1228425661299,0,0.9898,10.2761164462226,0
0.9564,8.23464863088397,0,0.9513,12.2002211089415,0,0.788,8.35453501252034,0,0.9977,12.6332751442791,0
0.8831,6.69475334654818,0,0.9082,10.4693614590745,0,0.8082,9.26732657888678,0,0.9806,9.71608377426283,0
0.8755,6.09191531352447,0,0.9334,10.4661149890376,0,0.8448,8.5669742436286,0,0.9861,10.0510291376544,0
0.9188,6.97192957313869,0,0.9116,9.76901480456111,0,0.7844,7.62505776235239,0,0.9865,10.3977870032544,0
0.8521,6.0890390359762,0,0.9013,9.58794934975671,0,0.7837,7.79222152510464,0,0.9985,13.6595784926646,0
