"Interval_length","group"
8.96153941652529,"CSA-huber"
10.6934025298591,"CSA-huber"
14.2067927867203,"CSA-huber"
13.6631362701879,"CSA-huber"
11.4621967552787,"CSA-huber"
13.759368372449,"CSA-huber"
14.0521034044628,"CSA-huber"
15.1245626847942,"CSA-huber"
12.8638308392498,"CSA-huber"
11.8297111173486,"CSA-huber"
9.90664907340606,"CSA-huber"
10.0009071208326,"CSA-huber"
14.598906666131,"CSA-huber"
10.3554998403068,"CSA-huber"
8.91101506933223,"CSA-huber"
12.9557303649464,"CSA-huber"
12.9465782602354,"CSA-huber"
7.39366808631729,"CSA-huber"
13.1814579173886,"CSA-huber"
12.9188443218474,"CSA-huber"
15.5127415543927,"CSA-huber"
14.36338649865,"CSA-huber"
17.9028727947885,"CSA-huber"
17.7195323265708,"CSA-huber"
11.5486076101688,"CSA-huber"
13.1158979101225,"CSA-huber"
9.57094798222021,"CSA-huber"
14.3905091246002,"CSA-huber"
13.2463770379184,"CSA-huber"
10.6754049982413,"CSA-huber"
5.35105605579804,"CSA-M"
6.0722899391405,"CSA-M"
6.10212120403439,"CSA-M"
5.84517423487709,"CSA-M"
6.32369293817602,"CSA-M"
6.46302872929232,"CSA-M"
5.63246447140877,"CSA-M"
6.10867165236786,"CSA-M"
5.87011044680217,"CSA-M"
5.96799891073956,"CSA-M"
5.87324934585198,"CSA-M"
5.94222260572603,"CSA-M"
5.93820477547301,"CSA-M"
5.71228018596858,"CSA-M"
5.90249392395414,"CSA-M"
7.19876863556941,"CSA-M"
5.8011211768093,"CSA-M"
5.52336047325354,"CSA-M"
5.65783239496086,"CSA-M"
6.1030926257454,"CSA-M"
5.07701092059576,"CSA-M"
5.92157739683187,"CSA-M"
5.01541071095383,"CSA-M"
5.69734653405751,"CSA-M"
5.6867912993435,"CSA-M"
5.63334132241075,"CSA-M"
5.93340150036166,"CSA-M"
5.74885424700352,"CSA-M"
6.48976534803171,"CSA-M"
7.66549029552802,"CSA-M"
7.49470610059289,"CSA-Q"
6.4607031926553,"CSA-Q"
8.03289771003213,"CSA-Q"
7.26579124516138,"CSA-Q"
7.59422934163175,"CSA-Q"
7.25668776012045,"CSA-Q"
7.15371936958568,"CSA-Q"
5.99447546432972,"CSA-Q"
7.95275111966479,"CSA-Q"
6.93328755988212,"CSA-Q"
7.84240440010265,"CSA-Q"
6.38920162977054,"CSA-Q"
7.37722911336535,"CSA-Q"
8.39428123253712,"CSA-Q"
7.29507802826168,"CSA-Q"
7.95708180410349,"CSA-Q"
7.2663937874165,"CSA-Q"
7.57903276168989,"CSA-Q"
6.5434339741701,"CSA-Q"
6.1568552727294,"CSA-Q"
6.64227524211945,"CSA-Q"
7.00235237067974,"CSA-Q"
7.11450205000537,"CSA-Q"
8.17675799523279,"CSA-Q"
7.48564847256146,"CSA-Q"
7.03194973923175,"CSA-Q"
6.93107774350301,"CSA-Q"
7.13867001281874,"CSA-Q"
7.02335433379315,"CSA-Q"
7.38853908963469,"CSA-Q"
5.31512227360975,"ITE-NUC"
4.74419926575712,"ITE-NUC"
6.1183883721804,"ITE-NUC"
4.94248486615041,"ITE-NUC"
5.15467418167855,"ITE-NUC"
5.42871174724728,"ITE-NUC"
5.03825495913043,"ITE-NUC"
5.06956772814428,"ITE-NUC"
5.26987736659491,"ITE-NUC"
5.84023310323979,"ITE-NUC"
6.0149318568936,"ITE-NUC"
4.72960064852315,"ITE-NUC"
5.71341662887575,"ITE-NUC"
5.41108560439667,"ITE-NUC"
6.08007760718106,"ITE-NUC"
5.84779191383569,"ITE-NUC"
5.90948808258899,"ITE-NUC"
5.97739283600027,"ITE-NUC"
5.2222794849472,"ITE-NUC"
5.3951874907769,"ITE-NUC"
5.49135689855891,"ITE-NUC"
5.14286398397623,"ITE-NUC"
5.29459116261213,"ITE-NUC"
5.70732678065505,"ITE-NUC"
5.47553644279879,"ITE-NUC"
6.26985201663455,"ITE-NUC"
5.14132879844357,"ITE-NUC"
5.21228979769759,"ITE-NUC"
5.33718314430143,"ITE-NUC"
5.10039474806392,"ITE-NUC"
9.229233504598,"CSA-B"
9.62489288928861,"CSA-B"
9.76528517098163,"CSA-B"
9.8074729988036,"CSA-B"
9.78986884632112,"CSA-B"
9.57487917156723,"CSA-B"
10.6965392988703,"CSA-B"
9.90257817726479,"CSA-B"
10.4168201519687,"CSA-B"
9.29050963338163,"CSA-B"
9.73633748806488,"CSA-B"
9.36019745615947,"CSA-B"
10.1836368579534,"CSA-B"
9.3006258221789,"CSA-B"
9.78024210053035,"CSA-B"
9.81487324736105,"CSA-B"
9.33154869101386,"CSA-B"
10.1749156809966,"CSA-B"
9.73261433347999,"CSA-B"
10.1334050527381,"CSA-B"
9.45848123240519,"CSA-B"
9.41610289333718,"CSA-B"
9.80908009789548,"CSA-B"
9.06877518954363,"CSA-B"
9.6787247991391,"CSA-B"
10.4213536895333,"CSA-B"
9.590086681803,"CSA-B"
9.37069373566828,"CSA-B"
8.81579361440819,"CSA-B"
9.66637156144116,"CSA-B"
