"Coverage","group"
0.922,"CSA-M"
0.8754,"CSA-M"
0.9016,"CSA-M"
0.8492,"CSA-M"
0.864,"CSA-M"
0.9044,"CSA-M"
0.8904,"CSA-M"
0.918,"CSA-M"
0.8542,"CSA-M"
0.9086,"CSA-M"
0.849,"CSA-M"
0.8902,"CSA-M"
0.8992,"CSA-M"
0.8758,"CSA-M"
0.9294,"CSA-M"
0.905,"CSA-M"
0.8568,"CSA-M"
0.8572,"CSA-M"
0.879,"CSA-M"
0.9496,"CSA-M"
0.899,"CSA-M"
0.8862,"CSA-M"
0.9614,"CSA-M"
0.8918,"CSA-M"
0.9116,"CSA-M"
0.8848,"CSA-M"
0.8894,"CSA-M"
0.867,"CSA-M"
0.8686,"CSA-M"
0.9166,"CSA-M"
0.901,"CSA-M"
0.9332,"CSA-M"
0.9542,"CSA-M"
0.8984,"CSA-M"
0.9328,"CSA-M"
0.886,"CSA-M"
0.8838,"CSA-M"
0.8394,"CSA-M"
0.8916,"CSA-M"
0.932,"CSA-M"
0.9324,"CSA-M"
0.8636,"CSA-M"
0.8826,"CSA-M"
0.8586,"CSA-M"
0.883,"CSA-M"
0.898,"CSA-M"
0.9344,"CSA-M"
0.8964,"CSA-M"
0.9096,"CSA-M"
0.9416,"CSA-M"
0.9126,"CSA-Q"
0.9356,"CSA-Q"
0.907,"CSA-Q"
0.8836,"CSA-Q"
0.9102,"CSA-Q"
0.8962,"CSA-Q"
0.9422,"CSA-Q"
0.9108,"CSA-Q"
0.8666,"CSA-Q"
0.9074,"CSA-Q"
0.908,"CSA-Q"
0.9132,"CSA-Q"
0.8996,"CSA-Q"
0.9166,"CSA-Q"
0.9172,"CSA-Q"
0.9058,"CSA-Q"
0.891,"CSA-Q"
0.9142,"CSA-Q"
0.918,"CSA-Q"
0.9446,"CSA-Q"
0.8996,"CSA-Q"
0.8826,"CSA-Q"
0.9374,"CSA-Q"
0.9144,"CSA-Q"
0.9134,"CSA-Q"
0.913,"CSA-Q"
0.9326,"CSA-Q"
0.926,"CSA-Q"
0.9162,"CSA-Q"
0.9308,"CSA-Q"
0.8734,"CSA-Q"
0.8832,"CSA-Q"
0.8788,"CSA-Q"
0.898,"CSA-Q"
0.9148,"CSA-Q"
0.9426,"CSA-Q"
0.9202,"CSA-Q"
0.8952,"CSA-Q"
0.9426,"CSA-Q"
0.9102,"CSA-Q"
0.8994,"CSA-Q"
0.8646,"CSA-Q"
0.888,"CSA-Q"
0.9318,"CSA-Q"
0.9284,"CSA-Q"
0.9044,"CSA-Q"
0.918,"CSA-Q"
0.9452,"CSA-Q"
0.9256,"CSA-Q"
0.91,"CSA-Q"
0.7852,"ITE-NUC"
0.8056,"ITE-NUC"
0.8212,"ITE-NUC"
0.8242,"ITE-NUC"
0.8426,"ITE-NUC"
0.7836,"ITE-NUC"
0.8272,"ITE-NUC"
0.782,"ITE-NUC"
0.7634,"ITE-NUC"
0.7898,"ITE-NUC"
0.781,"ITE-NUC"
0.849,"ITE-NUC"
0.7552,"ITE-NUC"
0.807,"ITE-NUC"
0.833,"ITE-NUC"
0.8306,"ITE-NUC"
0.749,"ITE-NUC"
0.8008,"ITE-NUC"
0.7724,"ITE-NUC"
0.7978,"ITE-NUC"
0.7872,"ITE-NUC"
0.765,"ITE-NUC"
0.8482,"ITE-NUC"
0.7432,"ITE-NUC"
0.7906,"ITE-NUC"
0.8022,"ITE-NUC"
0.8154,"ITE-NUC"
0.7832,"ITE-NUC"
0.821,"ITE-NUC"
0.8172,"ITE-NUC"
0.788,"ITE-NUC"
0.8182,"ITE-NUC"
0.811,"ITE-NUC"
0.8214,"ITE-NUC"
0.7898,"ITE-NUC"
0.818,"ITE-NUC"
0.7678,"ITE-NUC"
0.821,"ITE-NUC"
0.824,"ITE-NUC"
0.7984,"ITE-NUC"
0.779,"ITE-NUC"
0.8192,"ITE-NUC"
0.7376,"ITE-NUC"
0.7924,"ITE-NUC"
0.796,"ITE-NUC"
0.7598,"ITE-NUC"
0.8416,"ITE-NUC"
0.7974,"ITE-NUC"
0.8284,"ITE-NUC"
0.8398,"ITE-NUC"
0.976,"CSA-B"
0.9862,"CSA-B"
0.9892,"CSA-B"
0.9924,"CSA-B"
0.9904,"CSA-B"
0.9846,"CSA-B"
0.9946,"CSA-B"
0.9822,"CSA-B"
0.993,"CSA-B"
0.9848,"CSA-B"
0.9878,"CSA-B"
0.9844,"CSA-B"
0.9906,"CSA-B"
0.99,"CSA-B"
0.9792,"CSA-B"
0.9916,"CSA-B"
0.9836,"CSA-B"
0.9866,"CSA-B"
0.9832,"CSA-B"
0.9862,"CSA-B"
0.9882,"CSA-B"
0.9858,"CSA-B"
0.9808,"CSA-B"
0.987,"CSA-B"
0.9916,"CSA-B"
0.9904,"CSA-B"
0.9806,"CSA-B"
0.9834,"CSA-B"
0.9834,"CSA-B"
0.9878,"CSA-B"
0.994,"CSA-B"
0.9884,"CSA-B"
0.9942,"CSA-B"
0.987,"CSA-B"
0.9892,"CSA-B"
0.9922,"CSA-B"
0.9878,"CSA-B"
0.9844,"CSA-B"
0.9858,"CSA-B"
0.9932,"CSA-B"
0.9946,"CSA-B"
0.9924,"CSA-B"
0.9868,"CSA-B"
0.9918,"CSA-B"
0.9872,"CSA-B"
0.9918,"CSA-B"
0.9882,"CSA-B"
0.9896,"CSA-B"
0.9932,"CSA-B"
0.9892,"CSA-B"
