"Coverage","group"
0.9642,"CSA-huber"
0.963,"CSA-huber"
0.9826,"CSA-huber"
0.948,"CSA-huber"
0.9764,"CSA-huber"
0.9692,"CSA-huber"
0.9554,"CSA-huber"
0.983,"CSA-huber"
0.923,"CSA-huber"
0.994,"CSA-huber"
0.89,"CSA-huber"
0.9642,"CSA-huber"
0.9126,"CSA-huber"
0.9536,"CSA-huber"
0.9604,"CSA-huber"
0.9666,"CSA-huber"
0.9768,"CSA-huber"
0.964,"CSA-huber"
0.9678,"CSA-huber"
0.9572,"CSA-huber"
0.9848,"CSA-huber"
0.9964,"CSA-huber"
0.9518,"CSA-huber"
0.9996,"CSA-huber"
0.9008,"CSA-huber"
0.9198,"CSA-huber"
0.9398,"CSA-huber"
0.9598,"CSA-huber"
0.9704,"CSA-huber"
0.9806,"CSA-huber"
0.8524,"CSA-M"
0.8206,"CSA-M"
0.8448,"CSA-M"
0.858,"CSA-M"
0.8238,"CSA-M"
0.8548,"CSA-M"
0.8174,"CSA-M"
0.8738,"CSA-M"
0.8448,"CSA-M"
0.823,"CSA-M"
0.7776,"CSA-M"
0.8638,"CSA-M"
0.8928,"CSA-M"
0.8524,"CSA-M"
0.8438,"CSA-M"
0.8352,"CSA-M"
0.8718,"CSA-M"
0.8602,"CSA-M"
0.8972,"CSA-M"
0.842,"CSA-M"
0.8886,"CSA-M"
0.8296,"CSA-M"
0.8594,"CSA-M"
0.8224,"CSA-M"
0.8516,"CSA-M"
0.8552,"CSA-M"
0.8416,"CSA-M"
0.8282,"CSA-M"
0.8792,"CSA-M"
0.863,"CSA-M"
0.8586,"CSA-Q"
0.9036,"CSA-Q"
0.866,"CSA-Q"
0.8802,"CSA-Q"
0.8984,"CSA-Q"
0.8728,"CSA-Q"
0.8722,"CSA-Q"
0.8806,"CSA-Q"
0.8348,"CSA-Q"
0.849,"CSA-Q"
0.8714,"CSA-Q"
0.8874,"CSA-Q"
0.826,"CSA-Q"
0.833,"CSA-Q"
0.8736,"CSA-Q"
0.8518,"CSA-Q"
0.852,"CSA-Q"
0.8896,"CSA-Q"
0.8152,"CSA-Q"
0.8894,"CSA-Q"
0.8358,"CSA-Q"
0.8792,"CSA-Q"
0.8556,"CSA-Q"
0.8986,"CSA-Q"
0.8572,"CSA-Q"
0.8426,"CSA-Q"
0.872,"CSA-Q"
0.8794,"CSA-Q"
0.8228,"CSA-Q"
0.8952,"CSA-Q"
0.8662,"ITE-NUC"
0.874,"ITE-NUC"
0.8808,"ITE-NUC"
0.8828,"ITE-NUC"
0.8812,"ITE-NUC"
0.888,"ITE-NUC"
0.8946,"ITE-NUC"
0.8722,"ITE-NUC"
0.8818,"ITE-NUC"
0.8632,"ITE-NUC"
0.8834,"ITE-NUC"
0.863,"ITE-NUC"
0.8532,"ITE-NUC"
0.8364,"ITE-NUC"
0.87,"ITE-NUC"
0.8524,"ITE-NUC"
0.8872,"ITE-NUC"
0.8824,"ITE-NUC"
0.8404,"ITE-NUC"
0.8486,"ITE-NUC"
0.8884,"ITE-NUC"
0.8622,"ITE-NUC"
0.8344,"ITE-NUC"
0.8646,"ITE-NUC"
0.8528,"ITE-NUC"
0.8472,"ITE-NUC"
0.8634,"ITE-NUC"
0.873,"ITE-NUC"
0.851,"ITE-NUC"
0.8854,"ITE-NUC"
0.9914,"CSA-B"
0.9926,"CSA-B"
0.9938,"CSA-B"
0.9922,"CSA-B"
0.9966,"CSA-B"
0.9932,"CSA-B"
0.9914,"CSA-B"
0.9932,"CSA-B"
0.989,"CSA-B"
0.9908,"CSA-B"
0.9938,"CSA-B"
0.9916,"CSA-B"
0.9874,"CSA-B"
0.9942,"CSA-B"
0.9932,"CSA-B"
0.988,"CSA-B"
0.9914,"CSA-B"
0.9886,"CSA-B"
0.9948,"CSA-B"
0.9932,"CSA-B"
0.9832,"CSA-B"
0.9814,"CSA-B"
0.995,"CSA-B"
0.9916,"CSA-B"
0.9914,"CSA-B"
0.986,"CSA-B"
0.9916,"CSA-B"
0.984,"CSA-B"
0.9936,"CSA-B"
0.99,"CSA-B"
