"","huber_low","huber_high","huber_y1_mean","huber_y0_mean","mean_low","mean_high","mean_y1_mean","mean_y0_mean","cqr_low","cqr_high","cqr_y1_mean","cqr_y0_mean","nuc_low","nuc_high","bart_low","bart_high"
"1",-6.82147542084341,7.07030717603741,-6.82147542084341,7.07030717603741,-6.682143921416,5.99618177116674,11.927959391781,11.7657977664716,-7.01074290971836,6.41963741245917,13.0556146104759,3583.66653955121,-3.80199134958464,2.86665519483038,-11.2738874499364,10.0499436269233
"2",-7.00750923244473,7.03745092098622,-7.00750923244473,7.03745092098622,-6.70511915486912,6.28305411837332,11.927959391781,11.7657977664716,-7.02821802721519,6.14272955407399,13.0556146104759,3583.66653955121,-3.39416014914912,2.85707408987048,-11.2401092265607,10.083721850299
"3",-6.8235678407729,6.67846848911921,-6.8235678407729,6.67846848911921,-6.49448171995727,5.99917174039814,11.927959391781,11.7657977664716,-7.31738811152872,6.35805515216197,13.0556146104759,3583.66653955121,-3.41636707190903,2.93376415703954,-11.4658418792346,9.84425476195953
"4",-7.07741030628418,7.0270310961995,-7.07741030628418,7.0270310961995,-6.30293847036447,6.07602829318336,11.927959391781,11.7657977664716,-6.85213530691074,6.12751732502158,13.0556146104759,3583.66653955121,-3.27453647848234,3.12491794060828,-11.6737148494375,9.6501162274222
"5",-6.84738489433729,6.9802786391623,-6.84738489433729,6.9802786391623,-6.62550118917224,5.93191052277154,11.927959391781,11.7657977664716,-7.16001761578857,6.05408303935002,13.0556146104759,3583.66653955121,-3.65204562692406,2.67821525383902,-11.6829054473224,9.64092562953735
"6",-6.90703627285728,7.05902736509474,-6.90703627285728,7.05902736509474,-6.48109224499955,6.21500963544525,11.927959391781,11.7657977664716,-7.25495798668153,6.07704507707753,13.0556146104759,3583.66653955121,-3.64980177996016,2.70431220401256,-10.9825163036834,10.3413147731763
"7",-6.85682776316968,7.03478779768068,-6.85682776316968,7.03478779768068,-6.41520060921332,6.12104336582558,11.927959391781,11.7657977664716,-7.04953654851879,6.53626815174899,13.0556146104759,3583.66653955121,-3.18168183664495,3.14953990037051,-10.6866766874888,10.6234199537054
"8",-6.85682776316969,7.0094269372822,-6.85682776316969,7.0094269372822,-6.53978434549548,5.9934520625698,11.927959391781,11.7657977664716,-7.05308816046945,6.34684015790187,13.0556146104759,3583.66653955121,-3.56596113640037,2.68153485340332,-10.770819138438,10.5392775027561
"9",-7.08706038891324,6.90735690953766,-7.08706038891324,6.90735690953766,-6.36914338285919,6.47575870306536,11.927959391781,11.7657977664716,-6.69985850006225,6.52610223140891,13.0556146104759,3583.66653955121,-3.27453647848234,3.17116493914242,-10.7138278590774,10.6100032177824
"10",-7.16512449888924,7.05902736509474,-7.16512449888924,7.05902736509474,-6.36240968164985,6.12104336582558,11.927959391781,11.7657977664716,-7.02821802721519,6.23604983187693,13.0556146104759,3583.66653955121,-3.60759815597654,2.80737703128617,-11.3712264129102,9.95260466394947
"11",-6.68953449134827,6.73234902081521,-6.68953449134827,6.73234902081521,-6.48116175983413,5.99795747616852,11.927959391781,11.7657977664716,-7.15803899445478,6.22233732428066,13.0556146104759,3583.66653955121,-3.62197720635404,2.71020413991088,-11.9440347073176,9.95069329620666
"12",-6.71420510653634,7.04624346729209,-6.71420510653634,7.04624346729209,-6.47000573619288,6.08852287058616,11.927959391781,11.7657977664716,-7.11794485013282,6.42540362138587,13.0556146104759,3583.66653955121,-3.62850725053009,2.87368329293318,-10.482689993785,10.8411410830747
"13",-6.6516714595211,7.10483548699229,-6.6516714595211,7.10483548699229,-6.43131097321216,5.95271480185603,11.927959391781,11.7657977664716,-7.19103006856326,6.19202560612092,13.0556146104759,3583.66653955121,-3.83876229725347,2.66551281395168,-11.562304041388,10.3324239621363
"14",-6.93364655013026,7.15874710604749,-6.93364655013026,7.15874710604749,-6.41449393156257,6.29184784088766,11.927959391781,11.7657977664716,-7.10178185294344,6.12565112927748,13.0556146104759,3583.66653955121,-3.56119166731825,2.89806130055476,-11.0674636837181,10.242632957476
"15",-6.82147542084341,6.78528239657616,-6.82147542084341,6.78528239657616,-6.88768341945752,5.83773339291932,11.927959391781,11.7657977664716,-7.28777501148168,6.20942828823686,13.0556146104759,3583.66653955121,-3.84707799791155,2.81612589168988,-11.8321776966332,9.49165338022651
"16",-6.90703627285728,6.94545899785656,-6.90703627285728,6.94545899785656,-6.5129228594725,6.29184784088766,11.927959391781,11.7657977664716,-7.03910876152418,5.972699109374,13.0556146104759,3583.66653955121,-3.49380239197393,2.9112383853341,-12.096648853207,9.22718222365271
"17",-7.27248010756073,7.0270310961995,-7.27248010756073,7.0270310961995,-6.53978434549548,6.12507315643096,11.927959391781,11.7657977664716,-7.09222824000933,6.09667883790038,13.0556146104759,3583.66653955121,-3.76806874839159,2.7849878430569,-10.932899828606,10.3909312482537
"18",-6.95599728477045,6.80067171763772,-6.95599728477045,6.80067171763772,-6.93175270337823,5.9256245220204,11.927959391781,11.7657977664716,-7.01074290971836,6.0577894886848,13.0556146104759,3583.66653955121,-4.12932258362648,2.65548606568667,-11.8264358214514,9.49739525540828
"19",-7.08873001260283,7.09026590409639,-7.08873001260283,7.09026590409639,-6.66094933297224,6.02315479829346,11.927959391781,11.7657977664716,-7.27673589633518,6.09667883790038,13.0556146104759,3583.66653955121,-3.94397950193718,2.68153485340332,-11.1922217157792,10.1316093610805
"20",-6.79436045730795,6.91129227724478,-6.79436045730795,6.91129227724478,-6.57122583098144,5.99795747616852,11.927959391781,11.7657977664716,-7.1143292515023,6.22617991311727,13.0556146104759,3583.66653955121,-3.24861970366292,3.01292810273199,-11.7332784796523,9.5905525972074
"21",-7.00750923244473,7.05478011464932,-7.00750923244473,7.05478011464932,-6.74292899009483,5.99917174039814,11.927959391781,11.7657977664716,-6.96146073408814,6.22920905739252,13.0556146104759,3583.66653955121,-3.56596113640037,2.79430404887771,-11.9214104920106,9.38868614918354
"22",-6.98722402856535,6.83000531175988,-6.98722402856535,6.83000531175988,-6.78496611404405,6.20564144946263,11.927959391781,11.7657977664716,-7.15647117962772,6.46685103291225,13.0556146104759,3583.66653955121,-3.49826497026841,3.025250272603,-12.0342073841055,9.2896236927542
"23",-6.85682776316969,6.83000531175988,-6.85682776316969,6.83000531175988,-6.46286292642419,5.9257337683365,11.927959391781,11.7657977664716,-7.25495798668153,6.20983264513059,13.0556146104759,3583.66653955121,-3.65418163496365,2.69444819656853,-11.6131662037984,9.69693043739576
"24",-6.77214945319012,7.11007658573899,-6.77214945319012,7.11007658573899,-6.56757672465509,6.18941311422473,11.927959391781,11.7657977664716,-7.06700888333584,6.30673109430352,13.0556146104759,3583.66653955121,-3.10528718139939,3.0758515583442,-12.0665961711734,9.25723490568628
"25",-7.08873001260283,6.90735690953766,-7.08873001260283,6.90735690953766,-6.60215559300473,6.1034178994886,11.927959391781,11.7657977664716,-6.99995032619347,6.14272955407399,13.0556146104759,3583.66653955121,-3.56755271104754,2.62990523896416,-11.6524785786878,9.6713524981719
"26",-6.86150651896955,7.11239131991353,-6.86150651896955,7.11239131991353,-6.24279541681442,6.04663797058409,11.927959391781,11.7657977664716,-6.93855470090736,6.21920326979306,13.0556146104759,3583.66653955121,-3.70664291671836,2.76603958648519,-12.0700934224648,9.2537376543949
"27",-7.08305770492691,6.94962638111503,-7.08305770492691,6.94962638111503,-6.51532858688652,5.9669084294971,11.927959391781,11.7657977664716,-7.05308816046945,6.35964747861873,13.0556146104759,3583.66653955121,-3.18168183664495,3.16332369091826,-11.4242605906808,9.88583605051331
"28",-7.39658656457054,6.67846848911921,-7.39658656457054,6.67846848911921,-6.98186939333457,5.8957065257324,11.927959391781,11.7657977664716,-7.21598602909471,6.04874959270557,13.0556146104759,3583.66653955121,-4.16453561038511,2.71020413991088,-12.0376257220694,9.28620535479027
"29",-7.11554720356695,6.94593735950403,-7.11554720356695,6.94593735950403,-6.38460285342935,6.28305411837332,11.927959391781,11.7657977664716,-6.95073131234786,6.19814534094601,13.0556146104759,3583.66653955121,-3.18168183664495,3.14953990037051,-11.0762660073166,10.2475650695431
"30",-6.96718598292782,6.88610615797801,-6.96718598292782,6.88610615797801,-6.7743300602619,5.82543497561433,11.927959391781,11.7657977664716,-7.20379944756164,6.12565112927748,13.0556146104759,3583.66653955121,-3.73475348151214,2.67455233395053,-11.6727866824575,9.63730995873658
