"Interval_length","group"
10.1985780994456,"CSA-huber"
15.5829326910532,"CSA-huber"
13.1491514768902,"CSA-huber"
16.3753579509116,"CSA-huber"
13.7030980779116,"CSA-huber"
9.01286332391092,"CSA-huber"
13.6825782428136,"CSA-huber"
8.47880505985719,"CSA-huber"
10.8354073921514,"CSA-huber"
13.2468409406661,"CSA-huber"
12.3822202859736,"CSA-huber"
15.8670447864217,"CSA-huber"
10.4277038919269,"CSA-huber"
14.5447232474365,"CSA-huber"
10.3110834872044,"CSA-huber"
10.6025805612057,"CSA-huber"
8.53517924920886,"CSA-huber"
12.0560643160329,"CSA-huber"
9.29984511236055,"CSA-huber"
9.64653356097583,"CSA-huber"
9.83957481563008,"CSA-huber"
12.9786222497691,"CSA-huber"
9.82041246576428,"CSA-huber"
15.053831496467,"CSA-huber"
9.74030006951234,"CSA-huber"
11.6573268235777,"CSA-huber"
13.1211937796069,"CSA-huber"
12.9555218829826,"CSA-huber"
9.43199080418805,"CSA-huber"
15.5548643459417,"CSA-huber"
7.08134478119018,"CSA-M"
6.81863942960649,"CSA-M"
7.36873911847578,"CSA-M"
7.19876611119235,"CSA-M"
7.07856292859895,"CSA-M"
6.96341599338948,"CSA-M"
8.87716080876207,"CSA-M"
7.66183506959124,"CSA-M"
6.61745025052592,"CSA-M"
5.88527604156188,"CSA-M"
6.84562662122887,"CSA-M"
6.72160892265316,"CSA-M"
6.42663412467913,"CSA-M"
7.66895593555503,"CSA-M"
5.96810254408244,"CSA-M"
7.06535251943647,"CSA-M"
7.52353657851002,"CSA-M"
6.50980440269764,"CSA-M"
6.05270784337631,"CSA-M"
6.63915603256524,"CSA-M"
7.51909355251181,"CSA-M"
6.25223073385813,"CSA-M"
6.86060135200108,"CSA-M"
7.18794386785746,"CSA-M"
7.34830771724331,"CSA-M"
8.04194613381793,"CSA-M"
6.51594176338677,"CSA-M"
8.78879998096182,"CSA-M"
7.25686665340488,"CSA-M"
6.52850816872598,"CSA-M"
8.43036158193786,"CSA-Q"
8.33312836148183,"CSA-Q"
8.27435820386046,"CSA-Q"
8.99014871691825,"CSA-Q"
8.4641810906979,"CSA-Q"
8.70606699011358,"CSA-Q"
9.21449075426945,"CSA-Q"
8.68800429920235,"CSA-Q"
8.51913480762783,"CSA-Q"
8.15776985137068,"CSA-Q"
8.05170313788724,"CSA-Q"
7.35750209910837,"CSA-Q"
7.90544902977358,"CSA-Q"
9.8198381997985,"CSA-Q"
7.31781204001947,"CSA-Q"
8.35478289889717,"CSA-Q"
7.2676306851722,"CSA-Q"
7.13035053755887,"CSA-Q"
9.03063787681302,"CSA-Q"
6.9720335322127,"CSA-Q"
7.68567648495213,"CSA-Q"
7.85348911042527,"CSA-Q"
8.14825918877559,"CSA-Q"
9.08490850615537,"CSA-Q"
7.44040622832233,"CSA-Q"
8.25242191541682,"CSA-Q"
8.78636863491276,"CSA-Q"
8.91241840994209,"CSA-Q"
8.65081235342273,"CSA-Q"
8.08560597348804,"CSA-Q"
5.27100762955034,"ITE-NUC"
5.73893029119603,"ITE-NUC"
5.14168530588877,"ITE-NUC"
5.62080111302604,"ITE-NUC"
5.05567220890887,"ITE-NUC"
5.91669288392201,"ITE-NUC"
6.74647643135069,"ITE-NUC"
5.75681373252371,"ITE-NUC"
4.70921141745093,"ITE-NUC"
5.27500683648617,"ITE-NUC"
5.04924761761189,"ITE-NUC"
5.02932460231876,"ITE-NUC"
5.02115845204051,"ITE-NUC"
5.77176243927576,"ITE-NUC"
4.56608094769948,"ITE-NUC"
5.04601885437621,"ITE-NUC"
5.24630769253425,"ITE-NUC"
5.83028199063005,"ITE-NUC"
6.66503700517502,"ITE-NUC"
5.0342586299348,"ITE-NUC"
5.33811275287926,"ITE-NUC"
5.12133145592615,"ITE-NUC"
5.4915677691508,"ITE-NUC"
5.10967816520274,"ITE-NUC"
5.11448345474279,"ITE-NUC"
5.53849044562248,"ITE-NUC"
6.11979678472914,"ITE-NUC"
5.69538115634961,"ITE-NUC"
5.47770259567501,"ITE-NUC"
6.39537135490973,"ITE-NUC"
10.6425645578674,"CSA-B"
10.7547561405596,"CSA-B"
10.1703871482238,"CSA-B"
11.2754141645886,"CSA-B"
9.59366225175204,"CSA-B"
11.1729797521828,"CSA-B"
10.2183832637669,"CSA-B"
10.4055958433538,"CSA-B"
10.9741523020239,"CSA-B"
9.79242253985363,"CSA-B"
10.4004206875949,"CSA-B"
10.0164747516926,"CSA-B"
11.0621247212407,"CSA-B"
10.6829765712617,"CSA-B"
9.77987541189014,"CSA-B"
10.847758524629,"CSA-B"
9.6167407102974,"CSA-B"
10.9155437647184,"CSA-B"
10.2889311782874,"CSA-B"
9.93678986768781,"CSA-B"
11.1675919287202,"CSA-B"
11.4963393583119,"CSA-B"
10.6073412971701,"CSA-B"
10.5947933844916,"CSA-B"
10.5900335322323,"CSA-B"
10.5059778607143,"CSA-B"
9.75506516226415,"CSA-B"
10.6911872412017,"CSA-B"
10.8697828327977,"CSA-B"
12.2212119169854,"CSA-B"
