"Coverage","group"
0.809,"CSA-M"
0.7964,"CSA-M"
0.7752,"CSA-M"
0.7782,"CSA-M"
0.7636,"CSA-M"
0.8392,"CSA-M"
0.81,"CSA-M"
0.7692,"CSA-M"
0.8174,"CSA-M"
0.814,"CSA-M"
0.809,"CSA-M"
0.8094,"CSA-M"
0.735,"CSA-M"
0.7744,"CSA-M"
0.7912,"CSA-M"
0.7692,"CSA-M"
0.805,"CSA-M"
0.767,"CSA-M"
0.7468,"CSA-M"
0.8198,"CSA-M"
0.8112,"CSA-M"
0.8266,"CSA-M"
0.7974,"CSA-M"
0.8308,"CSA-M"
0.8494,"CSA-M"
0.8256,"CSA-M"
0.8122,"CSA-M"
0.7674,"CSA-M"
0.8272,"CSA-M"
0.7522,"CSA-M"
0.8108,"CSA-M"
0.8234,"CSA-M"
0.801,"CSA-M"
0.8208,"CSA-M"
0.8006,"CSA-M"
0.8128,"CSA-M"
0.7982,"CSA-M"
0.7984,"CSA-M"
0.7542,"CSA-M"
0.7772,"CSA-M"
0.8198,"CSA-M"
0.7512,"CSA-M"
0.817,"CSA-M"
0.773,"CSA-M"
0.7784,"CSA-M"
0.831,"CSA-M"
0.805,"CSA-M"
0.8344,"CSA-M"
0.7834,"CSA-M"
0.799,"CSA-M"
0.8502,"CSA-Q"
0.8158,"CSA-Q"
0.814,"CSA-Q"
0.8502,"CSA-Q"
0.8546,"CSA-Q"
0.851,"CSA-Q"
0.843,"CSA-Q"
0.8208,"CSA-Q"
0.8586,"CSA-Q"
0.847,"CSA-Q"
0.8888,"CSA-Q"
0.8436,"CSA-Q"
0.7856,"CSA-Q"
0.8226,"CSA-Q"
0.8702,"CSA-Q"
0.8152,"CSA-Q"
0.8378,"CSA-Q"
0.8514,"CSA-Q"
0.8292,"CSA-Q"
0.8376,"CSA-Q"
0.8436,"CSA-Q"
0.87,"CSA-Q"
0.8416,"CSA-Q"
0.8446,"CSA-Q"
0.8384,"CSA-Q"
0.8336,"CSA-Q"
0.814,"CSA-Q"
0.8264,"CSA-Q"
0.827,"CSA-Q"
0.8672,"CSA-Q"
0.836,"CSA-Q"
0.8614,"CSA-Q"
0.8354,"CSA-Q"
0.82,"CSA-Q"
0.8838,"CSA-Q"
0.8172,"CSA-Q"
0.8448,"CSA-Q"
0.799,"CSA-Q"
0.8526,"CSA-Q"
0.8426,"CSA-Q"
0.8088,"CSA-Q"
0.8828,"CSA-Q"
0.7908,"CSA-Q"
0.8088,"CSA-Q"
0.8638,"CSA-Q"
0.8508,"CSA-Q"
0.825,"CSA-Q"
0.8298,"CSA-Q"
0.8404,"CSA-Q"
0.821,"CSA-Q"
0.879,"ITE-NUC"
0.7904,"ITE-NUC"
0.8,"ITE-NUC"
0.8202,"ITE-NUC"
0.8624,"ITE-NUC"
0.8014,"ITE-NUC"
0.8466,"ITE-NUC"
0.872,"ITE-NUC"
0.8802,"ITE-NUC"
0.8782,"ITE-NUC"
0.8368,"ITE-NUC"
0.8072,"ITE-NUC"
0.8082,"ITE-NUC"
0.8284,"ITE-NUC"
0.8286,"ITE-NUC"
0.8218,"ITE-NUC"
0.8106,"ITE-NUC"
0.8022,"ITE-NUC"
0.834,"ITE-NUC"
0.8692,"ITE-NUC"
0.881,"ITE-NUC"
0.8054,"ITE-NUC"
0.8416,"ITE-NUC"
0.849,"ITE-NUC"
0.8272,"ITE-NUC"
0.874,"ITE-NUC"
0.838,"ITE-NUC"
0.8408,"ITE-NUC"
0.8462,"ITE-NUC"
0.8186,"ITE-NUC"
0.8184,"ITE-NUC"
0.8436,"ITE-NUC"
0.8324,"ITE-NUC"
0.8056,"ITE-NUC"
0.862,"ITE-NUC"
0.8224,"ITE-NUC"
0.8326,"ITE-NUC"
0.8362,"ITE-NUC"
0.8576,"ITE-NUC"
0.8324,"ITE-NUC"
0.8232,"ITE-NUC"
0.8702,"ITE-NUC"
0.8422,"ITE-NUC"
0.798,"ITE-NUC"
0.8352,"ITE-NUC"
0.845,"ITE-NUC"
0.8504,"ITE-NUC"
0.8574,"ITE-NUC"
0.8556,"ITE-NUC"
0.8234,"ITE-NUC"
0.981,"CSA-B"
0.9642,"CSA-B"
0.9826,"CSA-B"
0.9772,"CSA-B"
0.9686,"CSA-B"
0.9796,"CSA-B"
0.9762,"CSA-B"
0.9846,"CSA-B"
0.977,"CSA-B"
0.9798,"CSA-B"
0.985,"CSA-B"
0.9782,"CSA-B"
0.9778,"CSA-B"
0.969,"CSA-B"
0.9728,"CSA-B"
0.9662,"CSA-B"
0.9734,"CSA-B"
0.9706,"CSA-B"
0.9788,"CSA-B"
0.984,"CSA-B"
0.9824,"CSA-B"
0.9764,"CSA-B"
0.9776,"CSA-B"
0.9738,"CSA-B"
0.9854,"CSA-B"
0.987,"CSA-B"
0.9686,"CSA-B"
0.9798,"CSA-B"
0.9686,"CSA-B"
0.9872,"CSA-B"
0.9778,"CSA-B"
0.9752,"CSA-B"
0.9724,"CSA-B"
0.9822,"CSA-B"
0.985,"CSA-B"
0.9802,"CSA-B"
0.965,"CSA-B"
0.9706,"CSA-B"
0.9652,"CSA-B"
0.988,"CSA-B"
0.9708,"CSA-B"
0.9846,"CSA-B"
0.9868,"CSA-B"
0.9712,"CSA-B"
0.976,"CSA-B"
0.9832,"CSA-B"
0.9708,"CSA-B"
0.9824,"CSA-B"
0.9794,"CSA-B"
0.9758,"CSA-B"
