"Coverage","group"
0.8088,"CSA-M"
0.8648,"CSA-M"
0.8274,"CSA-M"
0.9192,"CSA-M"
0.8446,"CSA-M"
0.8912,"CSA-M"
0.8654,"CSA-M"
0.8538,"CSA-M"
0.8976,"CSA-M"
0.8312,"CSA-M"
0.8004,"CSA-M"
0.8344,"CSA-M"
0.8404,"CSA-M"
0.8702,"CSA-M"
0.8594,"CSA-M"
0.8108,"CSA-M"
0.86,"CSA-M"
0.7616,"CSA-M"
0.8264,"CSA-M"
0.8846,"CSA-M"
0.8944,"CSA-M"
0.8622,"CSA-M"
0.8374,"CSA-M"
0.8538,"CSA-M"
0.871,"CSA-M"
0.8062,"CSA-M"
0.8026,"CSA-M"
0.8878,"CSA-M"
0.867,"CSA-M"
0.8574,"CSA-M"
0.8386,"CSA-M"
0.847,"CSA-M"
0.8316,"CSA-M"
0.8506,"CSA-M"
0.911,"CSA-M"
0.7956,"CSA-M"
0.8444,"CSA-M"
0.8548,"CSA-M"
0.8344,"CSA-M"
0.8804,"CSA-M"
0.8714,"CSA-M"
0.8438,"CSA-M"
0.8382,"CSA-M"
0.807,"CSA-M"
0.8324,"CSA-M"
0.8372,"CSA-M"
0.8056,"CSA-M"
0.875,"CSA-M"
0.882,"CSA-M"
0.835,"CSA-M"
0.8996,"CSA-Q"
0.8292,"CSA-Q"
0.8652,"CSA-Q"
0.898,"CSA-Q"
0.8858,"CSA-Q"
0.9302,"CSA-Q"
0.8914,"CSA-Q"
0.8404,"CSA-Q"
0.8818,"CSA-Q"
0.8826,"CSA-Q"
0.9196,"CSA-Q"
0.8666,"CSA-Q"
0.8712,"CSA-Q"
0.9024,"CSA-Q"
0.8754,"CSA-Q"
0.8798,"CSA-Q"
0.865,"CSA-Q"
0.881,"CSA-Q"
0.8742,"CSA-Q"
0.9006,"CSA-Q"
0.8984,"CSA-Q"
0.893,"CSA-Q"
0.8992,"CSA-Q"
0.8928,"CSA-Q"
0.898,"CSA-Q"
0.8686,"CSA-Q"
0.9056,"CSA-Q"
0.8638,"CSA-Q"
0.9098,"CSA-Q"
0.9186,"CSA-Q"
0.9196,"CSA-Q"
0.8928,"CSA-Q"
0.878,"CSA-Q"
0.8994,"CSA-Q"
0.8886,"CSA-Q"
0.8804,"CSA-Q"
0.9126,"CSA-Q"
0.8758,"CSA-Q"
0.875,"CSA-Q"
0.8978,"CSA-Q"
0.9174,"CSA-Q"
0.8698,"CSA-Q"
0.9246,"CSA-Q"
0.8934,"CSA-Q"
0.897,"CSA-Q"
0.905,"CSA-Q"
0.8678,"CSA-Q"
0.8978,"CSA-Q"
0.9066,"CSA-Q"
0.8432,"CSA-Q"
0.824,"ITE-NUC"
0.808,"ITE-NUC"
0.796,"ITE-NUC"
0.8382,"ITE-NUC"
0.8564,"ITE-NUC"
0.8302,"ITE-NUC"
0.8046,"ITE-NUC"
0.7952,"ITE-NUC"
0.8424,"ITE-NUC"
0.8294,"ITE-NUC"
0.8038,"ITE-NUC"
0.7782,"ITE-NUC"
0.8256,"ITE-NUC"
0.8506,"ITE-NUC"
0.8232,"ITE-NUC"
0.7942,"ITE-NUC"
0.802,"ITE-NUC"
0.7958,"ITE-NUC"
0.8062,"ITE-NUC"
0.8276,"ITE-NUC"
0.8426,"ITE-NUC"
0.803,"ITE-NUC"
0.8274,"ITE-NUC"
0.766,"ITE-NUC"
0.8116,"ITE-NUC"
0.794,"ITE-NUC"
0.803,"ITE-NUC"
0.8126,"ITE-NUC"
0.8468,"ITE-NUC"
0.8204,"ITE-NUC"
0.8552,"ITE-NUC"
0.8128,"ITE-NUC"
0.83,"ITE-NUC"
0.7882,"ITE-NUC"
0.83,"ITE-NUC"
0.8122,"ITE-NUC"
0.8098,"ITE-NUC"
0.8434,"ITE-NUC"
0.8302,"ITE-NUC"
0.8448,"ITE-NUC"
0.8316,"ITE-NUC"
0.75,"ITE-NUC"
0.7962,"ITE-NUC"
0.8054,"ITE-NUC"
0.8388,"ITE-NUC"
0.7852,"ITE-NUC"
0.8156,"ITE-NUC"
0.8362,"ITE-NUC"
0.825,"ITE-NUC"
0.8538,"ITE-NUC"
0.985,"CSA-B"
0.9856,"CSA-B"
0.9814,"CSA-B"
0.9904,"CSA-B"
0.9828,"CSA-B"
0.9868,"CSA-B"
0.9858,"CSA-B"
0.988,"CSA-B"
0.9856,"CSA-B"
0.9812,"CSA-B"
0.979,"CSA-B"
0.969,"CSA-B"
0.9844,"CSA-B"
0.9918,"CSA-B"
0.9752,"CSA-B"
0.9882,"CSA-B"
0.979,"CSA-B"
0.9852,"CSA-B"
0.982,"CSA-B"
0.9816,"CSA-B"
0.987,"CSA-B"
0.9816,"CSA-B"
0.9888,"CSA-B"
0.9852,"CSA-B"
0.988,"CSA-B"
0.9792,"CSA-B"
0.9878,"CSA-B"
0.9848,"CSA-B"
0.9884,"CSA-B"
0.9766,"CSA-B"
0.9788,"CSA-B"
0.9808,"CSA-B"
0.9748,"CSA-B"
0.9892,"CSA-B"
0.9788,"CSA-B"
0.9846,"CSA-B"
0.9726,"CSA-B"
0.989,"CSA-B"
0.9842,"CSA-B"
0.9898,"CSA-B"
0.9872,"CSA-B"
0.9864,"CSA-B"
0.9822,"CSA-B"
0.9782,"CSA-B"
0.9744,"CSA-B"
0.9842,"CSA-B"
0.9792,"CSA-B"
0.985,"CSA-B"
0.9776,"CSA-B"
0.9838,"CSA-B"
